Attacker,Fast Move,Charged Move,Level,"Arceus (Dragon), Tier 5","Kyurem (Black), Tier 5","Kyurem (White), Tier 5","Kyurem, Tier 5","Giratina, Tier 5","Giratina (Origin), Tier 5","Latias, Tier 5","Latios, Tier 5","Palkia, Tier 5","Reshiram, Tier 5","Zekrom, Tier 5","Mega Ampharos, Mega Tier","Mega Charizard X, Mega Tier","Mega Latias, Mega Tier","Mega Latios, Mega Tier","Druddigon, Tier 3"
Kyurem(Unscaled),Dragon Breath,Draco Meteor,30,3.137696,3.2669206,2.9375367,2.6405587,2.8793075,2.5501053,3.2928653,2.8619726,3.2527063,3.1858337,2.962286,2.8072836,2.9942365,4.3794656,3.5971487,0.8737545
Kyurem,Dragon Breath,Dragon Claw,30,1.1578275469490633,1.341556267828304,1.2205030793195264,1.1918739332198702,1.357822732021653,1.2615235203129564,1.2183330688507126,1.3215904224775608,1.3886807290134315,1.2854923191223881,1.1759422274434057,1.256964849295176,1.4049687611217316,1.2962463209204795,1.393572585357758,1.3453916255605054
Kyurem(Unscaled),Dragon Breath,Dragon Claw,30,3.0997043,2.9486194,2.7259896,2.4335384,2.8503833,2.5194628,3.2529404,2.8387268,2.9603918,2.974286,2.8553553,2.718798,2.9130087,4.154355,3.340356,0.88154674
Kyurem,Steel Wing,Dragon Claw,30,1.4341513717064276,1.3870297031324672,1.26277276344308,1.2516477084889372,1.6230310168848514,1.486658597203187,1.42903675354618,1.555062876793106,1.9017046426834465,1.6908333848374035,1.5114526845108966,1.7802318229910357,1.8011274346268251,1.5334133854608225,1.6282175215066035,1.6752019849998692
Kyurem(Unscaled),Steel Wing,Dragon Claw,30,3.8394709,3.0485659,2.8203988,2.555583,3.4071167,2.9690933,3.8155177,3.3402169,4.054057,3.912137,3.6700225,3.8506174,3.734389,4.9144545,3.9027936,1.0976498
Kyurem,Steel Wing,Draco Meteor,30,1.5770644904604028,1.557335115147593,1.3977331598475164,1.362760931052638,1.7146322834059027,1.5962633517174498,1.5240007959572324,1.6880067185527345,2.5401449178009807,2.1669710809328477,1.7326995841471413,2.158776534203981,2.0634461837077263,1.7230643203056109,1.8987021589854305,1.7831729810237344
Kyurem(Unscaled),Steel Wing,Draco Meteor,30,4.222074,3.4228818,3.1218324,2.7824512,3.5994089,3.1879914,4.069071,3.6257753,5.415085,5.0137925,4.2072415,4.6694045,4.2782707,5.522269,4.551138,1.1683961
Latios,Dragon Breath,Dragon Claw,30,1.1055789564864458,1.2701309462409192,1.1426825479527238,1.2553889140576215,1.338804480193412,1.2181760909548105,1.1052729844542273,1.2131452381899015,1.2824386659621607,1.2060093364273234,1.139442598611902,1.1519639627894118,1.2642402177834944,1.2490897955160511,1.274813889233884,1.338775503663346
Latios(Unscaled),Dragon Breath,Dragon Claw,30,2.9598258,2.791633,2.5521777,2.5632217,2.8104596,2.4328911,2.9510708,2.6057906,2.7339048,2.7903836,2.766729,2.4916825,2.6212275,4.0032225,3.0556946,0.87721163
Latios,Zen Headbutt,Dragon Claw,30,1.2967293070036163,1.6165911919216331,1.4171936318509002,1.4913590380918564,1.55863971698586,1.4660027034405076,1.4770585702350423,1.6191018875282093,1.5377426304586692,1.4553710389228143,1.3643180744128485,1.3627370304900193,1.5035105545249963,1.7838639360953377,1.6520242550907227,1.5438124957744122
Latios(Unscaled),Zen Headbutt,Dragon Claw,30,3.4715683,3.5531213,3.1652973,3.0450196,3.2719445,2.9278402,3.9437356,3.4777703,3.2781622,3.36734,3.3127587,2.9475818,3.1173215,5.7171264,3.9598577,1.0115589
Latios,Splash,Dragon Claw,30,1.6000850449431225,2.223863984214819,1.759500338639408,1.953606053556342,1.9064327276448119,1.7931710287634612,1.610700658469965,1.792743691161103,1.9073084943739604,1.831254513809502,1.696489806508473,1.6836679285793046,1.8748571100877274,2.101992076723986,1.8541516798832662,1.903557704473041
Latios(Unscaled),Splash,Dragon Claw,30,4.283704,4.887852,3.9298382,3.988824,4.0020423,3.5812473,4.300559,3.8507464,4.0660033,4.237034,4.119319,3.641751,3.8872573,6.736699,4.4443517,1.2472763
Dialga,Dragon Breath,Draco Meteor,30,1.0700452757493009,1.0422405452890329,1.2029086499209962,1.0,1.1428964837977797,1.150318392308113,1.0566804171412154,1.1496686208595996,1.23026598722883,1.1087472063544066,1.0451464442469913,1.2208691547543178,1.2433864054316806,1.0674640427691033,1.1737418747002208,1.1721896121738438
Dialga(Unscaled),Dragon Breath,Draco Meteor,30,2.864696,2.2907505,2.6866925,2.041775,2.3992035,2.2973685,2.821329,2.4694452,2.622683,2.565345,2.5377645,2.6407235,2.57799,3.421128,2.8134277,0.76805884
Dialga,Metal Claw,Draco Meteor,30,1.2248722691666474,1.0,1.1709655089259816,1.0038370535440977,1.4210495577713513,1.3121590531509062,1.2301144493765845,1.3012656738064245,1.7500707851987725,1.5440343808036623,1.3757545943040823,1.6888835413443404,1.780831026170588,1.261758069652902,1.3816182584610566,1.3930113243461155
Dialga(Unscaled),Metal Claw,Draco Meteor,30,3.2791946,2.1979096,2.6153476,2.0496094,2.983111,2.62059,3.2843966,2.79507,3.7308037,3.5724833,3.3405282,3.6530323,3.6923072,4.0438232,3.3117018,0.9127488
Salamence,Dragon Tail,Draco Meteor,30,1.1145840535427545,1.4658005042609576,1.2394426192794465,1.2638019860170684,1.2130695681484858,1.1427353698664322,1.092227330808807,1.2558268938202182,1.2972020004112952,1.1830328737153337,1.2146415212451493,1.1949537826519028,1.2655566787447958,1.3220039728395638,1.2749239864227095,1.2321175188783613
Salamence(Unscaled),Dragon Tail,Draco Meteor,30,2.983934,3.221697,2.768291,2.5803993,2.546513,2.282224,2.916239,2.6974692,2.7653773,2.7372222,2.9493227,2.5846689,2.623957,4.236906,3.0559585,0.80732566
Salamence,Dragon Tail,Outrage,30,1.1486184660406855,1.3843719505115224,1.2137400068690498,1.20792423259174,1.1835956294086387,1.1170253462068214,1.1247322885938977,1.1700064051394563,1.201521286033372,1.1167824895958178,1.1861025042805355,1.132364349014661,1.1865033306534665,1.235638878912015,1.2242203302156374,1.1655880499540392
Salamence(Unscaled),Dragon Tail,Outrage,30,3.07505,3.0427244,2.7108843,2.4663095,2.4846404,2.230877,3.003027,2.51313,2.561405,2.5839365,2.8800259,2.4492888,2.4600508,3.9601135,2.9344232,0.76373327
Salamence,Bite,Draco Meteor,30,1.5139736782763398,2.3468776877811535,1.7727464293992465,2.070832976209426,1.4057726287171475,1.2748907598133907,1.2293236606976492,1.404460673570387,1.9293878004407161,1.7916950659388962,1.928272743465427,1.6226811401735517,1.7817575407361348,1.5260334317479012,1.414404400283007,1.7065739690367245
Salamence(Unscaled),Bite,Draco Meteor,30,4.053169,5.158225,3.9594233,4.228175,2.9510412,2.5461593,3.2822852,3.016729,4.113072,4.145504,4.682121,3.5098374,3.6942282,4.8908024,3.3902893,1.1182058
Salamence,Bite,Outrage,30,1.395702824849514,1.8193337432986325,1.521414112678116,1.5344031541183532,1.2967786105272465,1.1945674024519233,1.2188059540387508,1.2478888133340869,1.4757620971857792,1.3917061735299623,1.6357310166104337,1.3514695537859343,1.442038169988558,1.3599544723806274,1.300821189858159,1.4238320551900288
Salamence(Unscaled),Bite,Outrage,30,3.7365375,3.9987311,3.3980734,3.132906,2.7222376,2.3857408,3.254203,2.6804185,3.146032,3.2200365,3.971788,2.9232104,2.989867,4.358534,3.1180334,0.9329436
Salamence,Fire Fang,Outrage,30,1.4527288433801826,1.747959288225503,1.4353643773012963,1.4390233008044473,1.4954826787030755,1.4237303012659783,1.4174819654001303,1.4883432327918558,1.5797936824890269,1.492977020252553,1.7550209676738493,1.4308341730288192,1.548581750248232,1.6688455410487597,1.5206075111981858,1.5061170637739811
Salamence(Unscaled),Fire Fang,Outrage,30,3.889206,3.8418565,3.2058816,2.9381618,3.1393633,2.8434155,3.7846665,3.1969056,3.3678067,3.4543502,4.261441,3.094875,3.2107704,5.3485026,3.6448553,0.98685956
Salamence,Fire Fang,Draco Meteor,30,1.6794904564804505,2.1918635780106697,1.6907761717310799,1.89228352781281,1.791163029810729,1.7321600565763724,,,2.2870317763153944,2.2620092724614294,2.2028488855163975,1.8723600910130507,2.0386651264306535,,,1.8462185206116344
Salamence(Unscaled),Fire Fang,Draco Meteor,30,4.496286,4.817518,3.776343,3.8636172,3.7600646,3.4593987,,,4.875498,5.2336855,5.348831,4.0498896,4.2268906,,,1.2097057
Salamence,Splash,Outrage,30,1.623068993643929,,1.8700492371446085,1.8071779701485227,1.5872669170059814,1.5362656690093948,1.5577791654636357,1.618766453382382,1.6506850356055647,1.5837912153217335,1.945263220754136,1.6100310843364025,1.6287093922194673,1.9004522651903328,1.7040119056822123,1.6262452988190634
Salamence(Unscaled),Splash,Outrage,30,4.345236,,4.1767488,3.6898508,3.3320396,3.0681665,4.159259,3.4770498,3.518933,3.66447,4.7233763,3.4824755,3.376904,6.0907817,4.0844707,1.0655717
Mega Altaria,Dragon Breath,Dragon Pulse,30,1.3895652305135193,1.491254007899142,1.4228416813868587,1.4889404072436974,1.6251859490628664,1.4811707511691108,1.36817025754415,1.5037660339151155,1.5027437356271802,1.3925733868168886,1.3022355566034531,1.4197929575612238,1.5235540886518653,1.4311573701078877,1.5629454081065826,1.5468649916526043
Mega Altaria(Unscaled),Dragon Breath,Dragon Pulse,30,3.7201061,3.2776415,3.1779122,3.0400813,3.4116404,2.9581332,3.6530046,3.2300332,3.2035515,3.222043,3.1620135,3.070993,3.158879,4.586733,3.7463381,1.013559
Mega Altaria,Peck,Dragon Pulse,30,1.7221380600511877,1.8796651145251833,1.8248778249817876,1.8854004971164797,1.8952439626933828,1.774845445439792,1.6934094988349595,1.8569906198552992,1.868600905450113,1.722429251776242,1.7273314889879814,1.8698373753141777,1.890874284899322,1.7724780061803265,1.9202927225174118,1.8975633601598694
Mega Altaria(Unscaled),Peck,Dragon Pulse,30,4.610461,4.131334,4.0758586,3.8495636,3.9785545,3.5446482,4.521391,3.9887464,3.9834864,3.9852414,4.194207,4.044433,3.9204667,5.6806355,4.60289,1.2433486
Hydreigon,Dragon Breath,Dragon Pulse,30,1.1935924791105186,1.4535303908768586,1.3921224508637062,1.4385049772869196,1.401164226439513,1.3080426053251248,1.227433692983505,1.2734293418330467,1.465123912093883,1.2772254620563392,1.2425568104013665,1.3032776210115042,1.4316462552919487,1.347579092428662,1.3555633978537347,1.4002051937757225
Hydreigon(Unscaled),Dragon Breath,Dragon Pulse,30,3.1954532,3.1947284,3.1093009,2.9371035,2.9413671,2.6123688,3.277239,2.7352786,3.1233535,2.9551587,3.017105,2.8189719,2.9683208,4.318872,3.249249,0.91746247
Hydreigon,Bite,Dragon Pulse,30,1.4322923582778206,1.766276465601679,1.6391718868445162,1.6786068984094722,1.401164226439513,1.3080426053251248,1.227433692983505,1.2734293418330467,1.647553365191207,1.5308271957049495,1.4851565754481049,1.5618416943425213,1.5971320780998242,1.347579092428662,1.3555633978537347,1.610367161792354
Hydreigon(Unscaled),Bite,Dragon Pulse,30,3.834494,3.882116,3.661085,3.4273376,2.9413671,2.6123688,3.277239,2.7352786,3.5122569,3.5419254,3.6061718,3.3782425,3.3114328,4.318872,3.249249,1.0551678
Goodra,Dragon Breath,Draco Meteor,30,1.2807766940100653,1.5473977182683036,1.4992161394283683,1.4219529575981684,1.5363392152973365,1.4729654947818873,1.2819402839565817,1.4238713001799939,1.7062741673521586,1.4239101918847161,1.2240534894471804,1.3271714825774457,1.447219802775386,1.3241416916416138,1.4582083545284674,1.4772120446075547
Goodra(Unscaled),Dragon Breath,Draco Meteor,30,3.4288604,3.4010403,3.3484943,2.903308,3.2251306,2.941746,3.4227712,3.0584223,3.637438,3.294548,2.9721763,2.870654,3.0006104,4.2437572,3.4952862,0.96792
Goodra,Water Gun,Draco Meteor,30,1.788448425460188,2.7161525205586257,2.56277665420325,2.2193522792668148,2.1020513799626035,2.0787181770423064,1.8348072637052528,2.059323286168949,2.4765192032879604,2.129104136043355,1.7760232358685701,1.950284941676705,1.8997468796933135,1.7932834155774091,2.0535267583937427,2.2564137744315276
Goodra(Unscaled),Water Gun,Draco Meteor,30,4.7879853,5.9698577,5.7239532,4.531418,4.412691,4.1515303,4.898922,4.4233494,5.2794476,4.9261785,4.3124375,4.21844,3.9388628,5.747315,4.9222484,1.4784797
Rayquaza,Dragon Tail,Outrage,30,1.1082437827040446,1.331051832159066,1.1705394505395958,1.2197509519903027,1.1398808554066566,1.1020855226935387,1.1077992834961683,1.1382718674896852,1.1697864848211013,1.1007021121278904,1.1455322741560678,1.100541958999744,1.1497788205715558,1.189274169394433,1.18271903009675,1.1283054015945135
Rayquaza(Unscaled),Dragon Tail,Outrage,30,2.96696,2.9255316,2.614396,2.490457,2.392873,2.2010398,2.957816,2.4449654,2.4937527,2.5467308,2.7815156,2.3804574,2.3839076,3.8115187,2.8349457,0.7393044
Rayquaza,Air Slash,Outrage,30,1.3242006389800705,1.8033678455201252,1.4765296049015877,1.4412707080848772,1.3647096355484114,1.29694884552996,1.3255042232887004,1.365963727673843,1.3939471196569135,1.3309267318225568,1.7099284741319754,1.4405790327401489,1.3749368115619371,1.4837576960388645,1.4231830136099566,1.3545495099997054
Rayquaza(Unscaled),Air Slash,Outrage,30,3.5451138,3.9636395,3.297824,2.9427505,2.8648405,2.5902128,3.5390866,2.934039,2.9716187,3.0794091,4.15195,3.115953,2.8507416,4.7553124,3.4113314,0.8875473
Rayquaza,Splash,Outrage,30,1.5913831035255965,,1.8251358956563493,1.8038845612273635,1.5443374306436435,1.4987117198692461,1.521176069133073,1.6050874442599699,1.6268476860135574,1.5880451201586354,1.9108679577084127,1.5765947683908337,1.5843228815963097,1.8499682846176386,1.663480078270382,1.5773215779454768
Rayquaza(Unscaled),Splash,Outrage,30,4.2604074,,4.076435,3.6831264,3.2419207,2.9931653,4.061529,3.4476678,3.4681165,3.6743124,4.6398597,3.4101532,3.2848747,5.928985,3.987317,1.0335152
