Pokemon,Level,Attack IV,Defense IV,Stamina IV,Fast Move,Charge Move,,,
Dragapult,40,15,15,15,Hex,Shadow Ball,,,
Dragapult,45,15,15,15,Hex,Shadow Ball,,,
Dragapult,50,15,15,15,Hex,Shadow Ball,,,
Urshifu (Single Strike),30,15,15,15,Sucker Punch,Payback,,,
Urshifu (Single Strike),35,15,15,15,Sucker Punch,Payback,,,
Urshifu (Single Strike),40,15,15,15,Sucker Punch,Payback,,,
Urshifu (Single Strike),45,15,15,15,Sucker Punch,Payback,,,
Urshifu (Single Strike),50,15,15,15,Sucker Punch,Payback,,,
Calyrex (Shadow Rider),30,15,15,15,Confusion,Shadow Ball,,,
Calyrex (Shadow Rider),35,15,15,15,Confusion,Shadow Ball,,,
Calyrex (Shadow Rider),40,15,15,15,Confusion,Shadow Ball,,,
Calyrex (Shadow Rider),45,15,15,15,Confusion,Shadow Ball,,,
Calyrex (Shadow Rider),50,15,15,15,Confusion,Shadow Ball,,,
Mega Banette,30,15,15,15,Shadow Claw,Shadow Ball,,,
Mega Banette,35,15,15,15,Shadow Claw,Shadow Ball,,,
Mega Banette,40,15,15,15,Shadow Claw,Shadow Ball,,,
Mega Banette,45,15,15,15,Shadow Claw,Shadow Ball,,,
Mega Banette,50,15,15,15,Shadow Claw,Shadow Ball,,,
Mega Mewtwo Y,30,15,15,15,Psycho Cut,Shadow Ball,,,
Mega Mewtwo Y,35,15,15,15,Psycho Cut,Shadow Ball,,,
Mega Mewtwo Y,40,15,15,15,Psycho Cut,Shadow Ball,,,
Mega Mewtwo Y,45,15,15,15,Psycho Cut,Shadow Ball,,,
Mega Mewtwo Y,50,15,15,15,Psycho Cut,Shadow Ball,,,
Mega Tyranitar,30,15,15,15,Bite,Crunch,,,
Mega Tyranitar,35,15,15,15,Bite,Crunch,,,
Mega Tyranitar,40,15,15,15,Bite,Crunch,,,
Mega Tyranitar,45,15,15,15,Bite,Crunch,,,
Mega Tyranitar,50,15,15,15,Bite,Crunch,,,
,,,,,,,,,
Pokemon,Level,Attack IV,Defense IV,Stamina IV,Fast Move,Charge Move,,,
Shadow Gengar,30,15,15,15,Shadow Claw,Shadow Ball,,,
Shadow Gengar,35,15,15,15,Shadow Claw,Shadow Ball,,,
Shadow Gengar,40,15,15,15,Shadow Claw,Shadow Ball,,,
Shadow Gengar,45,15,15,15,Shadow Claw,Shadow Ball,,,
Shadow Gengar,50,15,15,15,Shadow Claw,Shadow Ball,,,
Shadow Gengar,30,15,15,15,Lick,Shadow Ball,,,
Shadow Gengar,35,15,15,15,Lick,Shadow Ball,,,
Shadow Gengar,40,15,15,15,Lick,Shadow Ball,,,
Shadow Gengar,45,15,15,15,Lick,Shadow Ball,,,
Shadow Gengar,50,15,15,15,Lick,Shadow Ball,,,
Shadow Chandelure,30,15,15,15,Hex,Shadow Ball,,,
Shadow Chandelure,35,15,15,15,Hex,Shadow Ball,,,
Shadow Chandelure,40,15,15,15,Hex,Shadow Ball,,,
Shadow Chandelure,45,15,15,15,Hex,Shadow Ball,,,
Shadow Chandelure,50,15,15,15,Hex,Shadow Ball,,,
Shadow Hydreigon,30,15,15,15,Bite,Brutal Swing,,,
Shadow Hydreigon,35,15,15,15,Bite,Brutal Swing,,,
Shadow Hydreigon,40,15,15,15,Bite,Brutal Swing,,,
Shadow Hydreigon,45,15,15,15,Bite,Brutal Swing,,,
Shadow Hydreigon,50,15,15,15,Bite,Brutal Swing,,,
Shadow Giratina (Origin),30,15,15,15,Shadow Claw,Shadow Ball,,,
Shadow Giratina (Origin),35,15,15,15,Shadow Claw,Shadow Ball,,,
Shadow Giratina (Origin),40,15,15,15,Shadow Claw,Shadow Ball,,,
Shadow Giratina (Origin),45,15,15,15,Shadow Claw,Shadow Ball,,,
Shadow Giratina (Origin),50,15,15,15,Shadow Claw,Shadow Ball,,,
Shadow Darkrai,30,15,15,15,Snarl,Foul Play,,,
Shadow Darkrai,35,15,15,15,Snarl,Foul Play,,,
Shadow Darkrai,40,15,15,15,Snarl,Foul Play,,,
Shadow Darkrai,45,15,15,15,Snarl,Foul Play,,,
Shadow Darkrai,50,15,15,15,Snarl,Foul Play,,,
,,,,,,,,,
Pokemon,Level,Attack IV,Defense IV,Stamina IV,Fast Move,Charge Move,,,
Tyranitar,30,15,15,15,Snarl,Foul Play,,,
Tyranitar,35,15,15,15,Snarl,Foul Play,,,
Tyranitar,40,15,15,15,Snarl,Foul Play,,,
Tyranitar,45,15,15,15,Snarl,Foul Play,,,
Tyranitar,50,15,15,15,Snarl,Foul Play,,,
Tyranitar,30,15,15,15,Snarl,Brutal Swing,,,
Tyranitar,35,15,15,15,Snarl,Brutal Swing,,,
Tyranitar,40,15,15,15,Snarl,Brutal Swing,,,
Tyranitar,45,15,15,15,Snarl,Brutal Swing,,,
Tyranitar,50,15,15,15,Snarl,Brutal Swing,,,
Shadow Tyranitar,30,15,15,15,Snarl,Foul Play,,,
Shadow Tyranitar,35,15,15,15,Snarl,Foul Play,,,
Shadow Tyranitar,40,15,15,15,Snarl,Foul Play,,,
Shadow Tyranitar,45,15,15,15,Snarl,Foul Play,,,
Shadow Tyranitar,50,15,15,15,Snarl,Foul Play,,,
Shadow Tyranitar,30,15,15,15,Snarl,Brutal Swing,,,
Shadow Tyranitar,35,15,15,15,Snarl,Brutal Swing,,,
Shadow Tyranitar,40,15,15,15,Snarl,Brutal Swing,,,
Shadow Tyranitar,45,15,15,15,Snarl,Brutal Swing,,,
Shadow Tyranitar,50,15,15,15,Snarl,Brutal Swing,,,
Mega Tyranitar,30,15,15,15,Snarl,Foul Play,,,
Mega Tyranitar,35,15,15,15,Snarl,Foul Play,,,
Mega Tyranitar,40,15,15,15,Snarl,Foul Play,,,
Mega Tyranitar,45,15,15,15,Snarl,Foul Play,,,
Mega Tyranitar,50,15,15,15,Snarl,Foul Play,,,
Mega Tyranitar,30,15,15,15,Snarl,Brutal Swing,,,
Mega Tyranitar,35,15,15,15,Snarl,Brutal Swing,,,
Mega Tyranitar,40,15,15,15,Snarl,Brutal Swing,,,
Mega Tyranitar,45,15,15,15,Snarl,Brutal Swing,,,
Mega Tyranitar,50,15,15,15,Snarl,Brutal Swing,,,
,,,,,,,,,
Pokemon,Level,Attack IV,Defense IV,Stamina IV,Fast Move,Charge Move,,,
Mega Absol,30,15,15,15,Snarl,Brutal Swing,,,
Mega Absol,35,15,15,15,Snarl,Brutal Swing,,,
Mega Absol,40,15,15,15,Snarl,Brutal Swing,,,
Mega Absol,45,15,15,15,Snarl,Brutal Swing,,,
Mega Absol,50,15,15,15,Snarl,Brutal Swing,,,
Krookodile,30,15,15,15,Snarl,Brutal Swing,,,
Krookodile,35,15,15,15,Snarl,Brutal Swing,,,
Krookodile,40,15,15,15,Snarl,Brutal Swing,,,
Krookodile,45,15,15,15,Snarl,Brutal Swing,,,
Krookodile,50,15,15,15,Snarl,Brutal Swing,,,
Greninja,30,15,15,15,Feint Attack,Brutal Swing,,,
Greninja,35,15,15,15,Feint Attack,Brutal Swing,,,
Greninja,40,15,15,15,Feint Attack,Brutal Swing,,,
Greninja,45,15,15,15,Feint Attack,Brutal Swing,,,
Greninja,50,15,15,15,Feint Attack,Brutal Swing,,,
Incineroar,30,15,15,15,Snarl,Brutal Swing,,,
Incineroar,35,15,15,15,Snarl,Brutal Swing,,,
Incineroar,40,15,15,15,Snarl,Brutal Swing,,,
Incineroar,45,15,15,15,Snarl,Brutal Swing,,,
Incineroar,50,15,15,15,Snarl,Brutal Swing,,,
Zarude,30,15,15,15,Bite,Brutal Swing,,,
Zarude,35,15,15,15,Bite,Brutal Swing,,,
Zarude,40,15,15,15,Bite,Brutal Swing,,,
Zarude,45,15,15,15,Bite,Brutal Swing,,,
Zarude,50,15,15,15,Bite,Brutal Swing,,,
Darkrai,30,15,15,15,Snarl,Brutal Swing,,,
Darkrai,35,15,15,15,Snarl,Brutal Swing,,,
Darkrai,40,15,15,15,Snarl,Brutal Swing,,,
Darkrai,45,15,15,15,Snarl,Brutal Swing,,,
Darkrai,50,15,15,15,Snarl,Brutal Swing,,,
,,,,,,,,,
Pokemon,Level,Attack IV,Defense IV,Stamina IV,Fast Move,Charge Move,,,
Zoroark,30,15,15,15,Snarl,Brutal Swing,,,
Zoroark,35,15,15,15,Snarl,Brutal Swing,,,
Zoroark,40,15,15,15,Snarl,Brutal Swing,,,
Zoroark,45,15,15,15,Snarl,Brutal Swing,,,
Zoroark,50,15,15,15,Snarl,Brutal Swing,,,
Pangoro,30,15,15,15,Snarl,Brutal Swing,,,
Pangoro,35,15,15,15,Snarl,Brutal Swing,,,
Pangoro,40,15,15,15,Snarl,Brutal Swing,,,
Pangoro,45,15,15,15,Snarl,Brutal Swing,,,
Pangoro,50,15,15,15,Snarl,Brutal Swing,,,
Hoopa (Unbound),30,15,15,15,Astonish,Brutal Swing,,,
Hoopa (Unbound),35,15,15,15,Astonish,Brutal Swing,,,
Hoopa (Unbound),40,15,15,15,Astonish,Brutal Swing,,,
Hoopa (Unbound),45,15,15,15,Astonish,Brutal Swing,,,
Hoopa (Unbound),50,15,15,15,Astonish,Brutal Swing,,,
Grimmsnarl,30,15,15,15,Snarl,Brutal Swing,,,
Grimmsnarl,35,15,15,15,Snarl,Brutal Swing,,,
Grimmsnarl,40,15,15,15,Snarl,Brutal Swing,,,
Grimmsnarl,45,15,15,15,Snarl,Brutal Swing,,,
Grimmsnarl,50,15,15,15,Snarl,Brutal Swing,,,
Urshifu (Single Strike),30,15,15,15,Snarl,Brutal Swing,,,
Urshifu (Single Strike),35,15,15,15,Snarl,Brutal Swing,,,
Urshifu (Single Strike),40,15,15,15,Snarl,Brutal Swing,,,
Urshifu (Single Strike),45,15,15,15,Snarl,Brutal Swing,,,
Urshifu (Single Strike),50,15,15,15,Snarl,Brutal Swing,,,
Darkrai,30,15,15,15,Snarl,Foul Play,,,
Darkrai,35,15,15,15,Snarl,Foul Play,,,
Darkrai,40,15,15,15,Snarl,Foul Play,,,
Darkrai,45,15,15,15,Snarl,Foul Play,,,
Darkrai,50,15,15,15,Snarl,Foul Play,,,
,,,,,,,,,
Pokemon,Level,Attack IV,Defense IV,Stamina IV,Fast Move,Charge Move,,,
Lunala,30,15,15,15,Shadow Claw,Shadow Ball,,,
Lunala,35,15,15,15,Shadow Claw,Shadow Ball,,,
Lunala,40,15,15,15,Shadow Claw,Shadow Ball,,,
Lunala,45,15,15,15,Shadow Claw,Shadow Ball,,,
Lunala,50,15,15,15,Shadow Claw,Shadow Ball,,,
Lunala,30,15,15,15,Hex,Shadow Ball,,,
Lunala,35,15,15,15,Hex,Shadow Ball,,,
Lunala,40,15,15,15,Hex,Shadow Ball,,,
Lunala,45,15,15,15,Hex,Shadow Ball,,,
Lunala,50,15,15,15,Hex,Shadow Ball,,,
Spectrier,30,15,15,15,Hex,Shadow Ball,,,
Spectrier,35,15,15,15,Hex,Shadow Ball,,,
Spectrier,40,15,15,15,Hex,Shadow Ball,,,
Spectrier,45,15,15,15,Hex,Shadow Ball,,,
Spectrier,50,15,15,15,Hex,Shadow Ball,,,
Calyrex (Shadow Rider),30,15,15,15,Hex,Shadow Ball,,,
Calyrex (Shadow Rider),35,15,15,15,Hex,Shadow Ball,,,
Calyrex (Shadow Rider),40,15,15,15,Hex,Shadow Ball,,,
Calyrex (Shadow Rider),45,15,15,15,Hex,Shadow Ball,,,
Calyrex (Shadow Rider),50,15,15,15,Hex,Shadow Ball,,,
Urshifu (Single Strike),30,15,15,15,Snarl,Foul Play,,,
Urshifu (Single Strike),35,15,15,15,Snarl,Foul Play,,,
Urshifu (Single Strike),40,15,15,15,Snarl,Foul Play,,,
Urshifu (Single Strike),45,15,15,15,Snarl,Foul Play,,,
Urshifu (Single Strike),50,15,15,15,Snarl,Foul Play,,,
Mega Gyarados,30,15,15,15,Bite,Brutal Swing,,,
Mega Gyarados,35,15,15,15,Bite,Brutal Swing,,,
Mega Gyarados,40,15,15,15,Bite,Brutal Swing,,,
Mega Gyarados,45,15,15,15,Bite,Brutal Swing,,,
Mega Gyarados,50,15,15,15,Bite,Brutal Swing,,,
