Attacker,Fast Move,Charged Move,Level,"Arceus (Flying), Tier 5","Arceus (Flying), Tier 5","Arceus (Water), Tier 5","Arceus (Water), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Manaphy, Tier 5","Manaphy, Tier 5","Phione, Tier 5","Phione, Tier 5","Kyogre, Tier 5","Kyogre, Tier 5","Lugia, Tier 5","Lugia, Tier 5","Suicune, Tier 5","Suicune, Tier 5","Tornadus, Tier 5","Tornadus, Tier 5","Tornadus (Therian), Tier 5","Tornadus (Therian), Tier 5","Yveltal, Tier 5","Yveltal, Tier 5","Mega Aerodactyl, Mega Tier","Mega Aerodactyl, Mega Tier","Mega Blastoise, Mega Tier","Mega Blastoise, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Pidgeot, Mega Tier","Mega Pidgeot, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Slowbro, Mega Tier","Mega Slowbro, Mega Tier","Aerodactyl, Tier 3","Aerodactyl, Tier 3","Alomomola, Tier 3","Alomomola, Tier 3","Azumarill, Tier 3","Azumarill, Tier 3","Cloyster, Tier 3","Cloyster, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Dewgong, Tier 3","Dewgong, Tier 3","Drifblim, Tier 3","Drifblim, Tier 3","Farfetch'd, Tier 3","Farfetch'd, Tier 3","Floatzel, Tier 3","Floatzel, Tier 3","Lapras, Tier 3","Lapras, Tier 3","Lumineon, Tier 3","Lumineon, Tier 3","Noctowl, Tier 3","Noctowl, Tier 3","Octillery, Tier 3","Octillery, Tier 3","Pelipper, Tier 3","Pelipper, Tier 3","Poliwrath, Tier 3","Poliwrath, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Skarmory, Tier 3","Skarmory, Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Swellow, Tier 3","Swellow, Tier 3","Togetic, Tier 3","Togetic, Tier 3","Tranquill, Tier 3","Tranquill, Tier 3","Vaporeon, Tier 3","Vaporeon, Tier 3","Walrein, Tier 3","Walrein, Tier 3","Xatu, Tier 3","Xatu, Tier 3"
Shadow Manectric,Snarl,Wild Charge,40,1.537630097285472,1.3530991982178229,1.540583951073995,1.3626549126258225,1.8552133237866086,1.6116593698333148,1.3605406775734858,1.3257319387457305,1.319257492914402,1.3129050456429046,1.495104313709455,1.397383232492284,1.2798791256045527,1.252818767821721,1.3823182391210624,1.3314315211446304,1.4606103784869393,1.3472839098711378,1.430997855959307,1.3456645050024094,1.628955829143705,1.46529538769912,1.574027975048649,1.3606743338475735,1.5924790984041601,1.380037129713405,1.6148070232461027,1.4977438385916475,1.3421220619502219,1.3552931682691036,1.6337217096615262,1.5023858534880705,1.2819401055001995,1.2375113559429918,1.4726684902353828,1.3379088855235726,1.3371246875659955,1.2834389853348935,1.4325645246922303,1.3839929789095888,1.3802635765310038,1.359498095262776,1.4291155551231292,1.4500081757717,1.3360687937943154,1.274448806484931,1.2418298983973748,1.154362161743237,1.27948292453584,1.2911911090551018,1.437793277924018,1.3566154874823602,1.345089474099259,1.286938553148015,1.3597631687005012,1.293428884317887,1.3253424699265508,1.2863905946195473,1.339455804384254,1.2727964795258735,1.396916466552913,1.4152172634879379,1.5943248535392371,1.5328671667516443,1.5056676861736782,1.4672732740583903,1.282073398372882,1.263977314195101,1.2246926477276716,1.2093510769029754,1.2253388619760468,1.2104676896267106,1.2790819396421607,1.2245403110971207,1.370729355219887,1.2854419874099878,1.4312279356324213,1.379377228146294,1.2877704120904174,1.2461001500343771,1.459474864839672,1.3409230944599315,1.4144061859907364,1.3237303335932076,1.2414567457305112,1.1933059388735414
Shadow Manectric,Thunder Fang,Thunder,40,1.6168704977974813,1.4238583377537712,1.6121996159184444,1.429862099368543,1.8149475554183325,1.5819402418916562,1.4480333830947103,1.4207115122610758,1.4215528171589287,1.4002467678288981,1.597697776562442,1.453455240117917,1.48695576347638,1.4399295839641173,1.4647758539051496,1.4231332425257974,1.520673690297447,1.4206638948996408,1.5274596137099157,1.3824028546759544,1.5781706438807774,1.429269329016127,1.6386366826225804,1.440822107710512,1.6654141861281004,1.4609056578384454,1.572501961577187,1.4556920355469478,1.4199665407379536,1.3984339390267062,1.5849893382940876,1.4578910314378224,1.4652726371183424,1.4385266330445334,1.528906599684438,1.4017623105082788,1.3987632959059315,1.3254394295995204,1.3828210092346684,1.3121119717005743,1.437092762082312,1.4130885897170105,1.465593564557165,1.456850043727308,1.4135193377759783,1.3235154145848966,1.4232525526611803,1.3496377488510272,1.3250197962130696,1.3078095646963643,1.4532328763673172,1.3926342578919721,1.4053388465307934,1.3227838709730981,1.4049732605857344,1.3312720342691036,1.3725647003691692,1.3034907234875481,1.3995535969891175,1.311464197658671,1.3612105540751605,1.327287523471666,1.5441246838905052,1.471340575163692,1.4025542323044011,1.4229305880277185,1.314480004377829,1.299769131243752,1.4374389563562684,1.4093821048985153,1.4289979392362337,1.39644843112782,1.4438768160392068,1.3907939420788904,1.3965535230592259,1.3317237633986696,1.3860842626099878,1.3235207373895523,1.3175031948505815,1.3025196867927995,1.4717767833608986,1.3844122769553853,1.4427224501871017,1.3721365393282519,1.42487230680139,1.3392094662117227
Shadow Manectric,Charge Beam,Thunder,40,1.7550903980400516,1.5856958218110242,1.7553790247955874,1.59138046980848,1.9915230385772538,1.7434967080492418,1.6611519771438394,1.6071826265501339,1.5933651092241186,1.5637980995876448,1.875408099356369,1.6879824844856204,1.6325533980163895,1.5928947636367103,1.6217258472849552,1.5699325045893329,1.7181520474787042,1.6041606668661699,1.71357790689161,1.6065619613988003,1.7954112033993572,1.6483440175307371,1.9414084682574069,1.6236624815203715,1.9314387653616847,1.621815613219735,1.8229199657313158,1.688342790867232,1.621053832055338,1.5954827617885217,1.835699135006398,1.6796177313801757,1.6698039810499365,1.6163126312804876,1.7309456998351014,1.5849779968087874,1.5833556187244748,1.4848274804439685,1.582047609581113,1.4883735663925313,1.6228600466717953,1.5815308515600703,1.6399107467674787,1.6338013264040288,1.6032283522523136,1.5191061942630462,1.6368110705720846,1.5236158692266186,1.5121400175322997,1.5288353997959703,1.6610916601687402,1.5807197805789794,1.5834597232399348,1.4836836260225708,1.5936430269754587,1.5128641155111195,1.5754986622900888,1.5004358538714722,1.6103825439055204,1.5035475832655605,1.5823813815494767,1.512416372823078,1.7796304194445987,1.6692771538738003,1.6292462499788352,1.5996116912645535,1.5233020742942893,1.491792171397126,1.625018651965159,1.593284326600327,1.6501413067403008,1.585864981819279,1.6827893109042729,1.5944021209751298,1.6117975617063685,1.5056546510497069,1.5821980457691414,1.521247667782836,1.5157651613378398,1.4786108227024188,1.6842433800782122,1.5468895939136744,1.6318968158437723,1.5460658062752968,1.5959183923953506,1.5042398752011592
Shadow Manectric,Splash,Wild Charge,40,2.1903222716682587,1.8306406807743707,2.185086038215572,1.836683776676217,2.406407057971006,1.9827846861162448,1.7783770162956432,1.7588068937966002,1.6595729788137903,1.709256729916082,1.9844907641080303,1.8747353279727588,1.8259357176540385,1.7933667684802832,1.7585216795174121,1.7456564715397616,1.9760041608067302,1.767978656417662,1.9032966422858442,1.7365004416323084,2.003393151159842,1.791927994695176,2.4061666402013797,1.8071381627289025,2.337567729583674,1.909201902261547,2.0540884301816082,1.8742270299061734,1.7527471287385368,1.7853305195271802,2.0799729824755673,1.8895628792261479,1.7901080378143528,1.7750001033297815,1.96356425684288,1.7578916383232595,1.7320397661047795,1.6901995639270733,1.6944658410138775,1.62382304400159,1.7480951433593495,1.747583769565668,1.7368801292230722,1.7819818791727309,1.709530565605585,1.6610354326555452,1.7293376372023928,1.7213112663132064,1.6085421904257893,1.648710850541205,1.8431588782348858,1.7702600286267032,1.7079297372183915,1.6679233457461526,1.714999397594805,1.6923178353735204,1.681954746776884,1.6772126732013901,1.7437941393143828,1.6810175855553613,1.6777186497351355,1.7272473060670157,1.9335893390834213,1.857058280485022,1.8484608202513424,1.8180972157635058,,,1.6980826750689504,1.7451694616687015,1.742772570787482,1.7416756109897973,1.7830858853797773,1.7709390328321533,1.7499454599771083,1.7137421557567123,1.7241354147655592,1.685372210385846,1.6173272901930518,1.613576812126712,1.8554944681353198,1.7628448925412181,1.8111962999681577,1.7077837714837112,1.761110786704658,1.7279502544043326
Shadow Manectric,Snarl,Thunder,40,2.0555634219927486,1.8005409538990955,2.0536643532324703,1.8035483891241755,2.7839848319981932,2.2995597053804695,1.8299084436436517,1.7575507378274398,1.774579924093205,1.7407517281378622,2.0260573435613813,1.84237504426298,1.6197650426342065,1.5416585566936087,1.8404462778673776,1.77106163299638,1.9557279270672783,1.7882313545600172,2.0236023643949004,1.8256243225272175,2.348264289787703,2.1111730114273,2.1626120878015174,1.8048866558107435,2.1728141957341633,1.8145140438944687,2.346738599338982,2.14137649141581,1.8560870383823656,1.8216479928031721,2.4664438018347634,2.184902639183086,1.571593235488755,1.5388705972213383,1.918424688559606,1.7736720144700133,1.7722898035202617,1.6543746779037718,2.0187426128409944,1.9355499378993761,1.8522062657890932,1.7906783412805363,2.0403853652258506,2.049297289267456,1.7503142626171613,1.6791854977086873,1.5314079518621162,1.4301667101142912,1.6963083739312996,1.671868832276721,1.8791742821870483,1.7644803955482857,1.7911585600587572,1.6919668997523325,1.7936722046964653,1.7054744314467054,1.7322360671102313,1.6761096554061194,1.787503769328544,1.6654026884253332,1.9896448276655463,1.9150370204117144,2.2809655708204177,2.139985175210578,2.102462130525984,2.050020108334994,,,1.5056463736770918,1.4740149385641264,1.5188798745520702,1.461598271393431,1.558546594751724,1.472436777720343,1.7886931331609344,1.6890188304364784,2.0132315538046424,1.9648805310541593,1.671623680986914,1.6558591578961044,1.889985434610767,1.7453891420288354,1.850378005165531,1.749368614055368,1.5516206705840916,1.4605366577968633
Zapdos,Thunder Shock,Thunderbolt,40,1.2321537244710652,1.2210210897523928,1.231305141303858,1.2211809767340382,1.3025328581476165,1.285676759463979,1.2145368822831955,1.210061395499507,1.2521864514129395,1.2528976803424845,1.304540556564921,1.2354616337919941,1.213228297756631,1.2239280409663784,1.2429719430131074,1.2467302228336778,1.2542458305556763,1.2394237362933893,1.2264151652888815,1.2295148219742122,1.2192517065859692,1.209973176861479,1.230613347683911,1.2284825272700053,1.2714503455559198,1.228988494033549,1.2293151658974981,1.2202683958117309,1.20809128649336,1.2240009684596764,1.2425076467210652,1.2394320090930715,1.2194899004998314,1.2272015236596268,1.2115902250835806,1.243441497665595,1.2554762429061446,1.2389332104876387,1.2363649661135108,1.2517566210343163,1.2397817498016668,1.2457843111848244,1.23690430645251,1.2591584417682238,1.2543552837527026,1.2357024636754341,1.2790141009007137,1.2667704388679777,1.2844634641462152,1.2908848825999502,1.2445643069345014,1.261768107933907,1.2430447806788394,1.2308623475248253,1.2672802675826502,1.2642266254438288,1.2192269535534654,1.2273943806513583,1.2762104029650778,1.2834560445923406,1.260070547119645,1.25350802427086,1.3438967520988085,1.3610460487363991,1.2135113158690531,1.2343500364664475,1.25508348710954,1.2649493919031733,1.2238657028635527,1.2420698327511406,1.2227367199831325,1.2330218018526602,1.2945301641334326,1.2785230258308198,1.2611191377742326,1.2449544650072644,1.2317555140563656,1.247611444824346,1.2378125324553466,1.2598689124502553,1.2690652443358728,1.270960489421228,1.2148137375124302,1.2366078367517506,1.257428372604904,1.2646014962550283
Zapdos,Charge Beam,Thunderbolt,40,1.28879525617576,1.2955609827463799,1.2894101367526192,1.2946188316649803,1.3456670792956082,1.3338626170159713,1.2552861355447016,1.2633383488052494,1.2855732475451442,1.280357024534538,1.3437550142484518,1.2804372324950746,1.3003262756274467,1.3065365471119879,1.2607903542684216,1.2695809783259626,1.2808748154688705,1.2910580037244759,1.242182811708192,1.253726417330953,1.2738452887800478,1.2779585946426966,1.2843538688017555,1.2933015979012452,1.3373007151135436,1.2951686283599433,1.288119187114736,1.291155703986502,1.2575475959349602,1.2782643714831468,1.2716766941320006,1.2758997931303055,1.285905283959931,1.2933074540451128,1.2836171805982188,1.3190954153374783,1.2807686210748133,1.2575282141765283,1.2774321127239388,1.2806840135178763,1.2986180588531275,1.3106882320928785,1.2597969142077434,1.2886862283046838,1.3109685283111885,1.2905750274605914,1.2914490497918472,1.3091373391152283,1.2782563583537239,1.278842557212392,1.2786250017312464,1.2769768571795568,1.2965668555814047,1.2927709026488077,1.2931500382342889,1.2953370017300516,1.2553540165852004,1.2610150934166438,1.299802086394919,1.2800700158589926,1.280137930946516,1.2917814515397934,1.3604223777776017,1.372538323511579,1.2781760623328748,1.2930246578904319,1.2767945655358393,1.2782975758425907,1.28157075312117,1.2876330579697042,1.2752735693411668,1.283422509015298,1.311497260441228,1.2973890402036936,1.2904800313899911,1.2696612960685016,1.290331958698269,1.2909814169877785,1.2518295210428083,1.256304552156199,1.2948924041725778,1.3064076403373386,1.2592363414911385,1.2892579710421561,1.2870658589317918,1.2965211115997322
Zapdos,Thunder Shock,Zap Cannon,40,1.3570650722788986,1.2927298380908014,1.3572240149471895,1.2897562160332492,1.4139943422408574,1.3703656526350558,1.2949426727071942,1.2890692999293356,1.352974054079372,1.3454698733906272,1.4757288013319854,1.3441590443418399,1.2938424923197351,1.282487169772632,1.3252577222697604,1.3136624810495057,1.3723923932420488,1.319720998481949,1.3384208862698446,1.3014861120147145,1.3376614909627575,1.2888789079373129,1.3349756929365488,1.3293474711024948,1.3943794754578318,1.3006625261132971,1.3690750505083467,1.2979671124470404,1.2764600711390965,1.302205440923695,1.384672508425235,1.3394924935980355,1.3533790142645417,1.3050217447192283,1.318136869107524,1.323543538904735,1.302518363656704,1.2623582847062107,1.3067553766555022,1.281952583667609,1.3413031762388767,1.3261220025223732,1.3361539611840634,1.3333255812234523,1.3154057096239176,1.2942923094252856,1.3809385448714617,1.37204739378635,1.3316963831814985,1.3218038340581966,1.3104789493110558,1.304711579557367,1.300062885167764,1.2878320406520964,1.3344009428665797,1.3338919434413945,1.298068820035237,1.2884028011838227,1.3496834718283246,1.3309099605177463,1.3090880940243643,1.3233212867733777,1.4346540037893503,1.4384837488247282,1.304904561280188,1.2893484399432251,1.3140831705607383,1.3077658981505669,1.29185692915838,1.2982507082685624,1.2833110112565727,1.2775150492788727,1.3654544025161839,1.3483142355495166,1.3303153505428897,1.316214411907311,1.2814494626510362,1.2933642353946277,1.2791829900901757,1.3104267861003402,1.3328723708805439,1.3335611386468194,1.2937167659951174,1.305104572026257,1.3105864198334418,1.327735507897232
Zapdos,Thunder Shock,Thunder,40,1.3999119293149176,1.3780748970284784,1.4028458079485377,1.3800084487593074,1.480514831888748,1.4686832399334169,1.3674764014870946,1.3621057476123013,1.4174209744690824,1.430834851457963,1.477195083950955,1.4185128836048033,1.3559005735080185,1.3659940168250988,1.390150657798256,1.411727697619103,1.4295580549042983,1.4225911528490713,1.4088351375820272,1.40964511728894,1.3832230213168244,1.3603498442363067,1.411990515091055,1.394438252354916,1.4606764238017433,1.3907363822051435,1.3879664624152428,1.3818165646680847,1.3641610534548978,1.3800641610420852,1.4342826050480866,1.4242233245904679,1.3724629129450732,1.3820604619750538,1.3617203864432947,1.4005492386353864,1.4092148429685531,1.3963092989228536,1.3815631518117686,1.38435803999525,1.3888116276913642,1.4012885050620227,1.398450573451597,1.452977161743446,1.398544475272947,1.3880901792105296,1.4539461241074925,1.450160553751919,1.422251893059919,1.4319995060605897,1.4153414185293813,1.4183198856158317,1.381893084638023,1.3771126662231683,1.4272138800713705,1.422595482880536,1.365874497064071,1.3742109459701384,1.4477997618166063,1.4392416050131145,1.408997468237435,1.4238818579979617,1.5241150916023878,1.5548520048970105,1.3738491683997631,1.3998871647390523,1.4005680009738437,1.4162353425019316,1.3652385621818055,1.3865138528054894,1.3616483510079451,1.3807372797753061,1.4643058022780222,1.467754636010718,1.3745471568222976,1.4029724801649313,1.3581158312855142,1.389415396781408,1.3696810020891759,1.4096592633005893,1.4270442838869457,1.4462652974276877,1.3742662905810732,1.3993625081043783,1.4052200882889725,1.4387444650889527
Zapdos,Charge Beam,Zap Cannon,40,1.494378307901943,1.4033949412238824,1.4924725639790453,1.4104765962184396,1.4936696115201238,1.4530512238375866,1.3740529891280164,1.3598568837475502,1.4150144943539595,1.3999884220928875,1.5363019722573672,1.433917098291205,1.4315564718329226,1.4243163314769953,1.388554963401882,1.363069158090273,1.4415920201489127,1.3953133532310813,1.37718714601928,1.3443370718620122,1.4370549583482253,1.3777896999192876,1.4225921424572232,1.4268798392594313,1.4996300410024619,1.402987901888506,1.4792982213682777,1.4111462178364464,1.3872509974470026,1.3994301177423567,1.454188671863692,1.3887458575071832,1.4474927330244536,1.4060515293220988,1.4457396825892006,1.4258826345090194,1.3974378146156434,1.3516009670871525,1.3688610124316034,1.3480986729978168,1.4376472331425736,1.417083894820497,1.3865660160166993,1.371789134678847,1.418865591761679,1.3736108040067732,1.407701215632915,1.4139989946713698,1.3890977813650411,1.3977297962335702,1.387469842920892,1.3912826421017093,1.4081356888647834,1.3744899883057142,1.3692558615664665,1.3693482571238897,1.3451865160512133,1.35773207589858,1.3895721478111174,1.3565986298918178,1.3639759823267696,1.3696489112840045,1.4583558342516032,1.46042768591682,1.4054572759682604,1.4233505843560725,1.3570783401823774,1.3605727421739837,1.3901889543024986,1.3940943283508134,1.3864120191644604,1.3816988223815725,1.403521503479458,1.3861526463105893,1.3628615381321996,1.360180385675411,1.387139265833037,1.3934979168174408,1.3061349975214926,1.343526299625239,1.4149939819420765,1.4134359469615525,1.362399209286815,1.372365231127427,1.4084562596167398,1.4271805096769357
Zapdos,Charge Beam,Thunder,40,1.5431034719112624,1.5370004119758414,1.5399035500281086,1.537472761505262,1.5900818710351186,1.5677692039080238,1.4423154779749332,1.456767356339321,1.498960334127011,1.5006380405596365,1.5454626562049631,1.5001376220273026,1.5303705667091099,1.5332358783678741,1.4669102175224533,1.471055439503464,1.5201435997531971,1.509396485465495,1.4568390429964986,1.4498616659848291,1.492537839556107,1.4882824735971105,1.5245240525086403,1.5188968173734518,1.6051944404842728,1.5381710749651751,1.5255774096261563,1.5274633074096389,1.4927263371806396,1.5126907589255159,1.5040012664201092,1.502184966077313,1.4982826598277188,1.506967196514232,1.5148173177836812,1.5593076125853846,1.4820542629532034,1.458920402743166,1.485954214956838,1.4947131124137292,1.500592312193286,1.5212574720984071,1.4541568912147946,1.4864073243376406,1.5219066704225976,1.5016991892644138,1.5085419107476958,1.5167160787227225,1.4796515310654055,1.5191167601658284,1.4784752918410176,1.4914819076978805,1.5108231237612142,1.500098043611066,1.4859735318729719,1.49559038010843,1.459036048100807,1.4886599562129323,1.4944907493997701,1.4995577035722358,1.477292802238324,1.5013577879245283,1.5794370357451464,1.5994363024207296,1.4812720123568248,1.4964852916280034,1.4594201436468932,1.4799943822685426,1.4888199486034737,1.5144133445156027,1.4831903031882439,1.5049708438104912,1.5261422684946202,1.5102441229623669,1.485347377958486,1.4874506248279225,1.4814798342818132,1.5195807687034844,1.4353330490673857,1.461779183170912,1.5064112700068362,1.5286189386510034,1.4502696057951507,1.4847529046634609,1.517233979166659,1.5266532717553791
Tapu Koko,Volt Switch,Thunderbolt,40,1.288875517419697,1.2926632846950525,1.290072568606002,1.2901228526818302,1.370873715382803,1.3735714849451237,1.3066371302255486,1.2960435383125595,1.275098808489137,1.2928069450957997,1.309891004956245,1.3030051294419,1.2954404621190965,1.3005409844657327,1.2877788725392625,1.2895662869964428,1.3001382714874217,1.3054153463976603,1.2762449780497391,1.2865976999833493,1.2959139473867638,1.2987573062002762,1.3576992760901918,1.323548280154673,1.3200600742196182,1.3122490714929718,1.2713529966650523,1.2887455452592502,1.3066614702738493,1.2938934368318702,1.3320042854802094,1.3067539166053261,1.3134247443197788,1.316015000177727,1.3084408054920584,1.312724094683583,1.2830082673281429,1.2647677214669566,1.2741975710422169,1.2664375731417092,1.258546693988923,1.304153061400781,1.2791693320319453,1.2969511492683181,1.281330392592355,1.2691114092423739,1.2956538911488102,1.2876272422193322,1.2751783627796451,1.2786560205146424,1.3021581915052443,1.3022950311283368,1.291369240147148,1.265756302679572,1.2880569850726449,1.295295510666975,1.2795792998508664,1.2697081019852412,1.2896761240233143,1.2885354806579068,1.2675935225693433,1.2635711214814787,1.3797032891242478,1.3709116468620255,1.2800220852413573,1.3034830493522114,1.294855591826514,1.2873081410468041,1.3010992523530602,1.3023484977745818,1.298931274850837,1.2930740988306457,1.302604725574183,1.2894455116374348,1.3081566986417248,1.2983315386106966,1.28609215892674,1.2924070775840613,1.2717508515775573,1.2806479313905876,1.3191313847353674,1.3036972111533012,1.2759848873211128,1.276924670331918,1.3058094500963486,1.2956664525959587
Tapu Koko,Quick Attack,Thunderbolt,40,1.4462746710460859,1.4416732412266646,1.445477606787887,1.4447475832148924,1.5179211911362924,1.5165703249318756,1.4348477624798204,1.4271080413635697,1.4349358086622293,1.4478982267192466,1.4529322822951372,1.4447987583364854,1.4665394382132302,1.4542030189040165,1.4432241216453985,1.4350655531130727,1.4329965488439529,1.4467433614828016,1.4356981337577912,1.4447022317593727,1.4503591932961082,1.4542036150705475,1.5741172060367672,1.5376694255871661,1.472716157384625,1.4604687263051719,1.407133508174429,1.4151203449302536,1.4449235941677077,1.4192796569148025,1.4689475531757323,1.44259316520319,1.4489637217114935,1.4493563381248042,1.553592757299668,1.5540721939363646,1.473606166120189,1.4503931811930775,1.4578981206044943,1.4422585774586594,1.4005038459045196,1.4486552382433227,1.421096456065755,1.445122724012088,1.4821602098138604,1.4681842604175919,1.6642611854723781,1.6786420143306704,1.455821499416941,1.4544643835640152,1.4611939614032934,1.4528815872653984,1.4501091974574047,1.4169947391564446,1.4331145004257815,1.4420130960882729,1.4501093999340935,1.4577531320020156,1.4650260513086726,1.4362105429694478,1.5353116046975095,1.5580875631748798,1.5599325051727009,1.5663431435318216,1.4390688196993555,1.4395853468455628,1.5794730448954553,1.5828968331704125,1.467598082451021,1.4746001790598486,1.4724181017871756,1.4688982659978527,1.4733690526628314,1.471631885190883,1.4585949202201511,1.4348687231422528,1.4610309087032158,1.473807237507524,1.4110243959819813,1.418338547886204,1.4666614921976298,1.448702695882318,1.413887013228487,1.4211379139700466,1.4486291740417476,1.4463963496532488
Tapu Koko,Volt Switch,Thunder,40,1.5079070370493863,1.490508848505084,1.5096508471105607,1.4909632393674477,1.5694747131806435,1.5851839056087846,1.49417725780487,1.4952047018691232,1.436142548507383,1.481599917370576,1.550727582852498,1.5109427628750642,1.4705639758623246,1.4730623899418571,1.4788165950562748,1.4781130613023732,1.5084112344581377,1.5118561689964354,1.4709556918164357,1.4807925783718159,1.4990068325041157,1.4953580549097676,1.5629443031510912,1.5185688992699742,1.5542360697622615,1.502918806558262,1.4510280072060637,1.4838364286900416,1.5132680132388285,1.4983032240420466,1.4987528319497614,1.5032537962434123,1.5022976798583174,1.497952210389355,1.5042721520490996,1.506377204524846,1.442123115567169,1.4378612796823502,1.4420781996564638,1.4297619988361536,1.4285539716211728,1.4968456299022148,1.470591078595,1.4896099192392402,1.4476787964036413,1.447923290932075,1.4906505320812578,1.4920792105667862,1.4571151144868444,1.4711810900037237,1.4503185459855092,1.4749572849769597,1.472131900511714,1.456347587923382,1.4825631808305648,1.4884791576559813,1.4443256258705035,1.4537573691174772,1.468944358985125,1.4835378691573151,1.439994965615626,1.443000863287807,1.5557147047398587,1.562793933139398,1.455083682423036,1.4690510937434145,1.4798582020201796,1.4840133855521211,1.4892750640216101,1.50439516570852,1.4930035493671043,1.5009923850998204,1.4629981105784478,1.474630780003166,1.4760205336768433,1.4850444035154695,1.464311567151568,1.4809687843286774,1.430815095633357,1.4351945668441657,1.4903275535133622,1.4893058700841026,1.460016967512558,1.468226260703309,1.48758401455589,1.486482041934385
Tapu Koko,Quick Attack,Thunder,40,1.7752922636916617,1.7606978637392148,1.7720826033624821,1.755969932831915,1.8387097405967547,1.8574739682818788,1.7285980437701784,1.7203391295201589,1.7299921068341888,1.74262428397116,1.8239095886394996,1.7775135014748178,1.766782219722665,1.7422687678305442,1.7687735369059652,1.7578256376906833,1.7682318283008032,1.7603703148832976,1.7419743356581638,1.7369482490740058,1.7769673894034528,1.7640720124722948,2.0336609852491314,1.9609327402218475,1.833789815662699,1.7805572909135328,1.695086342453521,1.7195489432307591,1.7274214187768782,1.7168817363959397,1.758515382395074,1.7604645117211497,1.7525157367308615,1.7463844909437647,1.9717175902376012,1.9567101238878037,1.7637813624127991,1.7357295928742553,1.7710602070840904,1.761785826777316,1.6688253675885534,1.7266476408900866,1.7120626801460408,1.743294470023402,1.8052971271576992,1.788897636809768,2.1727604281456725,2.136593622018301,1.7284478356178976,1.7739995052616222,1.74138367324464,1.7823611894525566,1.7199997075831923,1.6924103980268703,1.7320018129527768,1.7424278809885434,1.732802520106557,1.7534178404870275,1.7352197279976183,1.7303188599188597,1.8715044278004183,1.8946971004471849,1.8863350324631567,1.8979667033184524,1.7453590394647855,1.7319089631742453,1.9915548105304657,2.008908896817083,1.7675408756229456,1.7846304652739364,1.7613962507577874,1.7799803529600098,1.7643664698970614,1.7948820861423371,1.7425797287244091,1.7439570990723021,1.7652973470219213,1.785040330955663,1.6945896824992939,1.7038133041615287,1.771452706519967,1.7844139454131456,1.6837975310537847,1.7033724507354497,1.7385628438734229,1.7374298770376373
Electivire,Thunder Shock,Wild Charge,40,1.2003461713883128,1.186599476009812,1.1944901069440688,1.187110838564052,1.2572903700008584,1.2585437707693303,1.1822835259330005,1.17726070297921,1.2003240476227546,1.2055144193560454,1.2452678729035536,1.1923565243666159,1.1748920964140042,1.177975013106834,1.1848063293196864,1.1755423063383568,1.232489530059557,1.2119593248883678,1.2120034426750583,1.2022229928886725,1.235047815436488,1.2170335272992714,1.2254354854286533,1.1770439957035574,1.186480860950802,1.1801211167341212,1.2188711509846062,1.1908776100531824,1.197619297774561,1.1678663243159355,1.24491471618952,1.2058973176789858,1.1792753697942362,1.1836913365831239,1.209141701827869,1.2217769522310893,1.1955559022247209,1.153672075359442,1.1836495655064263,1.1667650236891598,1.1573504564726382,1.1814179062575585,1.210199731064093,1.2028741578369233,1.1748126893332262,1.1709596873157997,1.2028662576163272,1.1884791962813046,1.2163958269883932,1.2207375410242027,1.2062525013284862,1.2050740508712572,1.2041621488529095,1.1742503814945588,1.2022874021911156,1.1905507875758157,1.1644532814670818,1.1722286179917392,1.2158530324486703,1.1975662419275737,1.1969833136796764,1.1819897148877223,1.3146322824096461,1.2812045212798093,1.2131676533792506,1.1989705675407898,1.191473979527197,1.1973908929339905,1.1779119806482592,1.1768314665166781,1.1796389486892085,1.170487568542797,1.227343923619702,1.2041032856060803,1.2209982830008907,1.2228974294285697,1.2219081157544731,1.226037516702823,1.1782196706912866,1.1953770251625373,1.2291692916478196,1.220334935074508,1.1924084307610312,1.1680724759725802,1.1972328522158344,1.2159378000239063
