Attacker,Fast Move,Charged Move,Level,"Kyurem, Tier 5","Kyurem, Tier 5","Kyurem (Black), Tier 5","Kyurem (Black), Tier 5","Kyurem (White), Tier 5","Kyurem (White), Tier 5","Arceus (Fairy), Tier 5","Arceus (Fairy), Tier 5","Arceus (Ice), Tier 5","Arceus (Ice), Tier 5","Arceus (Rock), Tier 5","Arceus (Rock), Tier 5","Calyrex (Ice Rider), Tier 5","Calyrex (Ice Rider), Tier 5","Diancie, Tier 5","Diancie, Tier 5","Glastrier, Tier 5","Glastrier, Tier 5","Regice, Tier 5","Regice, Tier 5","Regirock, Tier 5","Regirock, Tier 5","Tapu Lele, Tier 5","Tapu Lele, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Xerneas, Tier 5","Xerneas, Tier 5","Zacian (Hero), Tier 5","Zacian (Hero), Tier 5","Mega Audino, Mega Tier","Mega Audino, Mega Tier","Mega Gardevoir, Mega Tier","Mega Gardevoir, Mega Tier","Mega Glalie, Mega Tier","Mega Glalie, Mega Tier","Mega Aerodactyl, Mega Tier","Mega Aerodactyl, Mega Tier","Mega Altaria, Mega Tier","Mega Altaria, Mega Tier","Mega Diancie, Mega Legendary Tier","Mega Diancie, Mega Legendary Tier","Aerodactyl, Tier 3","Aerodactyl, Tier 3","Boldore, Tier 3","Boldore, Tier 3","Cryogonal, Tier 3","Cryogonal, Tier 3","Gardevoir, Tier 3","Gardevoir, Tier 3","Glaceon, Tier 3","Glaceon, Tier 3","Glalie, Tier 3","Glalie, Tier 3","Granbull, Tier 3","Granbull, Tier 3","Jynx, Tier 3","Jynx, Tier 3","Kirlia, Tier 3","Kirlia, Tier 3","Mr. Mime, Tier 3","Mr. Mime, Tier 3","Nosepass, Tier 3","Nosepass, Tier 3","Piloswine, Tier 3","Piloswine, Tier 3","Shuckle, Tier 3","Shuckle, Tier 3","Sudowoodo, Tier 3","Sudowoodo, Tier 3","Togekiss, Tier 3","Togekiss, Tier 3","Togetic, Tier 3","Togetic, Tier 3","Weezing (Galarian), Tier 3","Weezing (Galarian), Tier 3","Wigglytuff, Tier 3","Wigglytuff, Tier 3"
Bronzong,Confusion,Heavy Slam,50,,,,,,,,,,,,,,,,,,,,,,,,,1.706581789766365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durant,Metal Claw or Bug Bite,Iron Head,30,1.9336599771020513,1.9228287723805566,1.8834885452605394,1.8474488219415035,2.0143256734570425,1.804532560460604,1.8752938994631627,1.8374485238694713,1.8853630853745529,1.842027656936277,1.8805119565758872,1.8378977966045928,1.8907354356049033,1.8717769302873202,1.9657256987144225,1.916397799194254,1.8439761045300829,1.799492129856645,1.8386566731821992,1.8070635182571828,1.9319848526705086,1.8587295127642711,1.9261271209347381,1.8422755213388957,1.8127633452648253,1.6938636596966112,1.8663859721991842,1.8204507259873917,1.9202728825208566,1.8824984654454757,1.8557128071443734,1.8368914477491645,1.9391096659889382,1.7981109347250488,1.896393597384298,1.852002134457692,1.8804963060236282,1.8343403526421898,1.9359619799353558,1.923686733809121,2.104850136297799,1.9526199465880836,1.8789540972315346,1.8581895472807572,1.954509404580184,1.8655335455518796,1.8737138611424147,1.918185096929258,1.9272959216793315,1.8631636651289218,1.8969173535046857,1.8665666339287612,1.825997265364536,1.8453308006657603,1.8702382652345626,1.8366601626362302,1.931863888016799,1.9070055264577797,1.87787463490558,1.982010638952295,1.8251059706165624,1.8103676346065656,1.8897045796593197,1.983291754013955,1.8530724067456452,1.8721571338781438,1.780883766474726,1.8457927956132076,1.856833887547896,1.8384604088246712,,1.9716811935606093,1.8088640599114283,1.8846362368636385,1.894345808182848,1.8924328187513355,1.868644551649922,1.9197521376736515
Perrserker,Metal Claw,Iron Head,35,,1.9498920488466338,1.9871486059572994,1.9544677562425998,2.0762550054586346,,1.9892288709009804,1.982870796583907,,,,,,,1.895197427345261,1.8905118329312216,1.9066622951650924,1.874062201075488,2.062454404912503,1.8971592522493048,2.0071716006507803,1.9027820492463123,2.1290117548560197,1.9977478162014703,,1.772384793012816,2.0186333890128436,1.9617498114907213,,,2.0085916221456905,2.0095680412402106,1.9561451562391088,1.8291524273372872,,,,,1.9238601276285845,1.9163025997877268,2.0629162991514454,1.9893120807066085,,,2.02940729023059,1.9796914858343608,1.8933858518377185,1.9573550670925521,1.944740159397394,1.8927735662856746,,,,1.9858060095961645,1.9825066847709307,1.9646660981934752,,1.9551542578929195,1.9674306978532585,2.073624147645013,1.9262778327538683,1.9477874360608078,,,1.9921263351295748,2.0045378310386366,1.8216535355626702,1.8980946646409056,1.942947014837196,,,,,,,2.051352000857941,1.9365926500271329,2.012034107960453
Bisharp,Metal Claw or Snarl,Iron Head,45,1.5932130637163664,1.5488953687216922,1.5509197412133895,1.547472806317396,1.6646485921275875,1.5517458829494377,1.5280770891082984,1.5282512899978586,1.534740801981769,1.5317000993335148,1.530405408541397,1.5307157546386634,1.4780821674348796,1.50115216966743,1.559426755039834,1.537516907306866,1.5171542760980399,1.4693535931024284,1.7455032974653302,1.5728279576880768,1.7385693562970692,1.5718480353379918,1.6257541845850545,1.5661822644998045,1.6608060326645206,1.4259867152437444,1.7722101024430457,1.6095722310737224,1.7510188210529785,1.6260779412227195,1.6080152247513362,1.58057167213029,1.5060489129349888,1.491589264601019,1.4988054098322494,1.4960022355893756,1.5447780705534089,1.5328310860946248,1.5882842403985948,1.5395113532702918,1.6015100550567523,1.5622011415905508,1.5044528930016323,1.5360879765709634,1.56286942605525,1.5660706275092313,1.510300063416154,1.5653685400512358,1.5149463886924046,1.5246773003893521,1.5606473999744856,1.6040971742233707,1.528310959154317,1.6080786178354274,1.6145076530407818,1.5931740566211032,1.5548749496641825,1.5299499784497015,1.5810188646864702,1.659356016739064,1.4762391541218443,1.545790068422394,1.533165706346522,1.6236538773751183,1.5708764748199142,1.5822322086273979,1.4830195004479279,1.5454555911297283,1.4972162111979475,1.521697922117381,1.5846726404296574,1.5855033194021988,1.572768937511316,1.6280082037956387,1.6190306361680094,1.643553973965872,1.6017899567890046,1.6194125262183152
Shadow Sandslash (Alola),Metal Claw,Gyro Ball,45,1.7913798762384912,1.7478195009618378,1.7685500237128897,1.6969558191319676,1.8655941334715578,1.670888346498056,1.7974994169639757,1.7688394983530682,,1.7692465858208117,,1.774492614041361,1.7804074144631716,1.7521883186100835,1.8144128416510488,1.7468778350064178,1.7106201454109213,1.6507803198407485,,1.7001551047350247,,1.741880307179857,1.9080562159618657,1.7188749189001367,,,,1.7286446235359472,,1.7919939967392435,1.7775676482339546,1.7776706710069354,1.7004306077923368,1.6554316271663332,1.7574509157707845,1.681495341092777,1.8914906059160776,1.7948530062557553,1.7426784829835802,1.7108118633571578,1.924918782906696,1.800989243625729,1.779278981987185,1.7284940697879683,,1.7571451301797563,1.7272107061201163,1.768160681023608,1.7520951857123677,1.7237786948683471,1.7399150910454961,1.8048963971132013,1.6705956267838764,1.710389597528852,1.8116911972351062,1.7448902768357595,1.8286958171653651,1.761558515687508,1.7980880434752795,1.8768812737695846,1.746496086783824,1.7520124092479146,1.7574529792878957,1.8338425149239448,1.7636779846778317,1.7413005695140014,1.7279217581576378,1.7854400611862435,,1.7362409060986108,1.8647110059253034,1.8122018294678535,1.7051896634700405,1.7724757639352748,1.806795738788252,1.7526261529561786,1.7588948557938493,1.8237833223349589
Shadow Mawile,Fairy Wind,Iron Head,35,2.148070287351625,2.1033230729400607,,,,2.1201407098072003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1255019653921114,2.081120272115415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genesect (Douse),Metal Claw,Magnet Bomb,30,1.6041687001780989,1.5390605933108812,1.5764017831693837,1.5488945187369276,1.5609127068165665,1.5104017571124424,1.5540116466770197,1.5253545677368077,1.56107170589297,1.530470386302574,1.5576271653189628,1.525427133283902,1.5500543560090947,1.533780951673474,1.586259950010698,1.5538768737477486,1.5338227298839993,1.4978981748492024,1.5468144655941916,1.4889424911177473,1.5946286050269485,1.537932472649251,1.5986198940953162,1.5573660211734108,1.4089673966526925,1.3686118243586491,1.6011970172172552,1.5404950888966555,1.616851225409597,1.5787667932069844,1.5658540826440557,1.5614713737176715,1.5986844021379691,1.5092543778267993,1.5435301172492673,1.5049120705676395,1.5816461586539337,1.5338136432087628,1.6092625794023874,1.5928932405741167,1.7022609305724932,1.5956717397518478,1.5680183763804558,1.56685548337329,1.5771565041631037,1.555346090398531,1.555493510139035,1.610293320302366,1.5904092739413411,1.5650548882218862,1.5766753047007884,1.5896212022094816,1.5316818851673168,1.5829208884924515,1.506705001605098,1.5250254536476935,1.5434346085912807,1.5649876602024162,1.5888171887687206,1.6311726474257897,1.5191784371995873,1.5408519564133656,1.586794005573139,1.656304900561803,1.5245038248794363,1.5456053963268217,1.4758193978929552,1.538640736528741,1.5422346943942744,1.5474884796516044,1.6689161225749949,1.6436416819507742,1.5332111768280416,1.6000342090715343,1.60772835831878,1.5969698084583912,1.5744311813987537,1.6109950419378345
Aggron,Smack Down or Iron Tail,Heavy Slam,50,1.6184678997113615,1.6171029824532435,1.5546402839780062,1.5738681643202481,1.7053595623937188,1.5758840372462162,1.5922245272890545,1.6053595015355646,1.5983851337130028,1.6077944418211831,1.5957330557373959,1.6036662714025611,1.6444805985790756,1.6589945216651232,1.5597376149657325,1.6091186770351749,1.5943604486736282,1.576509719877301,1.6245394806780118,1.6117965723776282,1.6130463259517809,1.6081341393657977,1.736233864477736,1.6199737551087778,,1.505617589030049,1.6359340710311743,1.6332526613514398,1.6254107369658028,1.640530844418715,1.5862710580403445,1.6651614091182754,1.5415862866545127,1.5537633880784618,1.5719188277902294,1.578645978183401,1.562999769805661,1.5997110963937176,1.5882094793494346,1.6342404494841534,1.5987501377350344,1.61878109684463,1.600158301309998,1.652857770275692,1.6399828363716995,1.6617891440050998,1.619439990977153,1.6864301669638437,1.5990637285622358,1.6700221306353582,1.6050878300942988,1.6783827405919018,1.581044017508122,1.672920085266638,1.5843108536823485,1.6366976813413936,1.6497925483874798,1.666666797775131,1.701616752960623,1.7949344165496322,1.5538223838040388,1.615963950358242,1.6570221293757512,1.7429555048193004,1.6395568981228976,1.6462344185713556,1.6042907553493786,1.6808811659260101,1.5924396131188496,1.6438983508600171,1.5815398625085997,1.6696300468048333,1.6033296580701806,1.6898247733827216,1.636048085405843,1.7010862817882435,1.6538863132556283,1.7227719816471156
Magearna,Volt Switch,Iron Head,30,2.130510223781358,2.213433528055769,2.137343036676623,2.181648788227322,2.1520497603058355,2.1586555383044503,1.9886296487539032,2.0388840755036424,1.9853629768020338,2.048340518162864,1.9803367538788361,2.042540776372688,2.007589023440979,2.0659029168129406,2.1757261588146224,2.1875488082751464,2.0514376060780144,2.0157879024822694,2.030705446081441,2.0111531284645716,2.0129198895916427,2.0083960065752042,2.0325152052655127,2.0491832063494875,1.993745408662912,1.8532611060487825,2.0083381832598417,2.023268957995278,2.004550993569985,2.0672818319430997,2.0169637686755286,2.0858368780176795,2.026805118271927,2.007961834506677,1.9688309478099255,1.9999316135972216,1.77746709094933,1.7945522461150196,2.17384173807596,2.248457706388378,2.1468638730719087,2.1927371185138775,1.7898886744469555,1.8447208394580865,2.034374826131008,2.073206570220489,2.0414634009635044,2.141791668782826,1.9979667125551377,2.069868442697631,2.0011474660506483,2.0946622662202983,1.9697851389287242,2.084202455450309,1.9412021723540478,2.013861077185321,1.985379544452102,2.08170690005232,2.078338556073527,2.2123484359402714,1.9433881540008546,2.025153419040233,2.0743823320571173,2.2043016424080553,2.309505321988002,2.3863707698653926,2.0067584260278917,2.1189680189186584,1.971466333575275,2.0522210218928816,1.8250523245967978,1.8809668477164225,1.8044333096560485,1.9185981938506356,2.009179813022074,2.0918270935601972,2.050311127831699,2.15239222931063
Shadow Sandslash (Alola),Metal Claw,Gyro Ball,35,1.8975928171255416,1.8575331818554557,1.9787376604193077,1.8831495935419056,2.0606479694209496,1.8392835340927842,1.9188214044877019,1.872786780021502,1.9398577524216714,1.8807338633705843,1.9406865590023212,1.8816463339606606,1.8863736254739176,1.844569021947287,1.907374745973453,1.849569930106722,1.8734163761484688,1.8258165803777027,,,,,2.078348647870545,1.8930313717746252,,,,1.88156425384334,,1.995857084451235,1.8982512281887272,1.8675500000618492,1.981590891017957,1.8208948434729137,1.882479080610528,1.7705626162721992,2.197638071054676,1.8923866898655208,1.8625780885172671,1.802603997662052,2.1180792470165395,1.9247905495933952,1.9410856090606936,1.882949812655878,,,1.8972043759434067,1.9307540837303705,1.9875257998546823,1.8933437482291597,1.8267140319045687,1.8773752179701173,1.8517256151279329,1.8617963796888766,1.9918257128280297,1.899245855634696,1.926361737746203,1.8568959499362852,1.9204366152464136,1.9754858598113179,1.8683165577706065,1.831060710005238,1.8339260755624631,1.8999262384760767,1.851083305053677,1.834204824270979,1.817536416850622,1.8740904330813801,,,2.0894456955783656,2.0056688093794106,1.859898645017984,1.9202901477806091,1.964497364727506,1.9120716850479498,1.901643817320439,1.9413014964161612
